914.000 0.6928  0.0214 -0.0163 -0.2431 -0.8800
962.000 1.0998 -0.0042 -0.0279 -0.2294 -0.9656
997.000 0.7821 -0.3684  0.0003 -0.1217 -0.7874
1064.00 1.7852 -0.0545 -0.0387 -0.2083 -1.1416
1066.00 4.8730 -0.1628  0.0218 -0.1224 -0.6327
1142.00 7.0215 -0.2315 -0.0418 -0.1438 -0.7814
1157.00 0.3719 -0.2897 -0.0547 -0.1232 -0.7311
1232.00 2.4954 -0.4875  0.0411 -0.1048 -0.8786
1270.00 0.6192 -0.3684  0.0003 -0.1217 -0.7874
1324.00 1.0791 -2.2342  1.3884 -0.0351 -1.8815
1505.00 0.4713 -0.2897 -0.0547 -0.1232 -0.7310
1548.00 0.5822 -0.3683  0.0003 -0.1217 -0.7874
1632.00 0.3392  0.1347  0.1315 -0.3513 -0.5759
1653.00 0.4268  0.0756  0.0805 -0.3075 -0.6214
1682.00 0.4819  0.0098  0.0357 -0.2643 -0.6689
1721.00 0.9989 -0.1628  0.0218 -0.1224 -0.6327
1760.00 1.8751 -2.4378  1.8571 -0.4779 -2.8843
1762.00 38.774 -0.7516  0.1397 -0.2810 -1.4218
1796.00 2.1427 -0.0835 -0.0477 -0.1866 -0.7186
1910.00 3.3153 -0.0830 -0.0577 -0.1883 -0.7634
1930.00 0.5205 -0.2315 -0.0418 -0.1438 -0.7815
2138.00 6.2474 -0.0858 -0.0558 -0.1889 -0.7936
2140.00 0.3753  0.0199 -0.0263 -0.2372 -0.8145
2174.00 0.9793 -0.2314 -0.0418 -0.1438 -0.7814
2189.00 0.5472 -0.0208 -0.0606 -0.2069 -0.8571
2261.00 0.8372  0.0221 -0.0266 -0.2378 -0.8243
2375.00 1.4503  0.0367 -0.0074 -0.2523 -0.8334
2575.00 2.8342  0.0214 -0.0163 -0.2431 -0.8800
2747.00 14.151 -0.0655 -0.0257 -0.2116 -0.8391
2841.00 33.006 -0.7516  0.1397 -0.2810 -1.4217
2993.00 7.0007 -0.0042 -0.0279 -0.2294 -0.9656
3176.00 0.5263 -2.7907  1.7906  0.3774 -2.1937
3920.00 1.3817 -0.9800  0.5447 -0.7473 -1.2438
4019.00 0.5517 -0.0835 -0.0477 -0.1866 -0.7186
4267.15 27.586 -0.0545 -0.0387 -0.2083 -1.1416
4329.00 0.3647 -0.0208 -0.0606 -0.2069 -0.8571
4463.00 0.3315  0.0098  0.0357 -0.2643 -0.6689
4619.00 0.5463  0.0221 -0.0266 -0.2378 -0.8243
4639.00 0.5506 -0.0830 -0.0577 -0.1883 -0.7634
4752.00 1.3814 -0.1419 -0.0099 -0.1740 -0.7314
5060.00 1.4441 -2.4379  1.8572 -0.4780 -2.8844
5122.00 0.9166  0.0367 -0.0074 -0.2523 -0.8334
5342.38 1.8360 -0.3240 -0.1880 -0.1850 -1.3745
5890.00 1.4683 -0.2315 -0.0418 -0.1438 -0.7814
6151.43 1.6945  0.0214 -0.0163 -0.2431 -0.8800
6259.00 0.4984 -0.0858 -0.0558 -0.1889 -0.7936
6461.95 4.2900 -0.3040 -0.1740 -0.1900 -1.4071
6580.00 32.883 -0.7516  0.1397 -0.2810 -1.4218
7235.00 55.869 -0.4941  0.0321 -0.3357 -1.3773
8268.00 0.4935 -0.1418 -0.0099 -0.1739 -0.7313
8869.00 0.3044  0.0221 -0.0266 -0.2378 -0.8243
9230.00 3.6490 -0.0042 -0.0279 -0.2294 -0.9656
10301.0 0.5017 -0.0858 -0.0558 -0.1889 -0.7936
10931.0 0.4927  0.0367 -0.0074 -0.2523 -0.8334
17000.0 0.8184  0.0214 -0.0163 -0.2431 -0.8800
17847.0 3.0465 -0.0655 -0.0257 -0.2116 -0.8391
31211.0 0.6339 -0.0858 -0.0558 -0.1889 -0.7936
