15000	1	-25.68962	-25.37383	-26.29301	-24.98442	-25.98537	-25.70766	-26.68311	-26.28648	-27.08297	-25.39232	-26.27749	-25.96371	-25.59126	-26.70743	-24.97013	-25.51889	-25.63838	-26.15882	-26.94693	-24.69396	-27.39088	-26.70397	-26.86834	-28.31504	-26.23960	-26.71656	-27.38911	-27.18427	-27.40319	-27.76442	-27.25979	-26.54281	-28.02582	-25.88080	-26.35719	-26.99817	-27.10259	-28.02774	-25.55147	-27.79138	-27.09379	-27.49786	-27.29483	-27.77108
16000	1	-25.70936	-25.39378	-26.31522	-25.00523	-26.00772	-25.73589	-26.69488	-26.31519	-27.09784	-25.42159	-26.29039	-25.99350	-25.61433	-26.72290	-25.00202	-25.55122	-25.65387	-26.17575	-26.96667	-24.71687	-27.41310	-26.73220	-26.88829	-28.33726	-26.27430	-26.75114	-27.40087	-27.21298	-27.42293	-27.77929	-27.28214	-26.57207	-28.04816	-25.91716	-26.39323	-27.02797	-27.12254	-28.04750	-25.57736	-27.81897	-27.10669	-27.51333	-27.32811	-27.80419
17000	1	-25.72808	-25.41268	-26.33631	-25.02494	-26.02892	-25.76266	-26.70592	-26.34242	-27.11184	-25.44930	-26.30250	-26.02173	-25.63620	-26.73747	-25.03212	-25.58174	-25.66845	-26.19170	-26.98539	-24.73848	-27.43419	-26.75897	-26.90719	-28.35834	-26.30710	-26.78381	-27.41192	-27.24022	-27.44165	-27.79329	-27.30335	-26.59979	-28.06937	-25.95146	-26.42715	-27.05619	-27.14144	-28.06623	-25.60181	-27.84516	-27.11880	-27.52790	-27.35963	-27.83553
18000	1	-25.74589	-25.43065	-26.35639	-25.04365	-26.04911	-25.78813	-26.71634	-26.36834	-27.12507	-25.47564	-26.31392	-26.04855	-25.65699	-26.75124	-25.06062	-25.61065	-25.68221	-26.20679	-27.00320	-24.75886	-27.45427	-26.78444	-26.92516	-28.37842	-26.33820	-26.81477	-27.42233	-27.26613	-27.45945	-27.80652	-27.32353	-26.62613	-28.08955	-25.98388	-26.45918	-27.08301	-27.15942	-28.08406	-25.62496	-27.87010	-27.13022	-27.54167	-27.38956	-27.86527
19000	1	-25.76288	-25.44779	-26.37557	-25.06147	-26.06838	-25.81243	-26.72619	-26.39307	-27.13763	-25.50073	-26.32473	-26.07412	-25.67681	-26.76431	-25.08769	-25.63811	-25.69521	-26.22112	-27.02019	-24.77798	-27.47344	-26.80873	-26.94230	-28.39760	-26.36778	-26.84420	-27.43219	-27.29086	-27.47645	-27.81908	-27.34280	-26.65122	-28.10883	-26.01465	-26.48953	-27.10858	-27.17655	-28.10107	-25.64699	-27.89391	-27.14103	-27.55474	-27.41808	-27.89358
20000	1	-25.77913	-25.46417	-26.39392	-25.07847	-26.08681	-25.83565	-26.73555	-26.41672	-27.14958	-25.52468	-26.33498	-26.09853	-25.69576	-26.77675	-25.11346	-25.66426	-25.70757	-26.23476	-27.03644	-24.79619	-27.49180	-26.83196	-26.95868	-28.41595	-26.39597	-26.87223	-27.44154	-27.31451	-27.49270	-27.83103	-27.36123	-26.67517	-28.12726	-26.04392	-26.51834	-27.13300	-27.19294	-28.11734	-25.66796	-27.91669	-27.15128	-27.56718	-27.44530	-27.92058
21000	1	-25.79471	-25.47988	-26.41153	-25.09476	-26.10450	-25.85791	-26.74446	-26.43938	-27.16098	-25.54761	-26.34475	-26.12191	-25.71390	-26.78861	-25.13807	-25.68922	-25.71935	-26.24777	-27.05202	-24.81358	-27.50940	-26.85421	-26.97439	-28.43356	-26.42291	-26.89901	-27.45046	-27.33717	-27.50828	-27.84242	-27.37892	-26.69810	-28.14494	-26.07182	-26.54576	-27.15638	-27.20864	-28.13294	-25.68799	-27.93854	-27.16105	-27.57904	-27.47134	-27.94639
22000	1	-25.80968	-25.49495	-26.42845	-25.11038	-26.12149	-25.87927	-26.75298	-26.46114	-27.17188	-25.56960	-26.35407	-26.14434	-25.73133	-26.79995	-25.16160	-25.71310	-25.73059	-26.26021	-27.06699	-24.83023	-27.52633	-26.87558	-26.98946	-28.45048	-26.44870	-26.92463	-27.45897	-27.35894	-27.52324	-27.85332	-27.39591	-26.72009	-28.16193	-26.09848	-26.57193	-27.17881	-27.22372	-28.14793	-25.70717	-27.95953	-27.17037	-27.59038	-27.49630	-27.97111
23000	1	-25.82408	-25.50946	-26.44475	-25.12539	-26.13785	-25.89982	-26.76113	-26.48208	-27.18232	-25.59074	-26.36299	-26.16590	-25.74809	-26.81082	-25.18416	-25.73599	-25.74137	-26.27214	-27.08139	-24.84621	-27.54262	-26.89613	-27.00397	-28.46678	-26.47343	-26.94919	-27.46712	-27.37987	-27.53765	-27.86377	-27.41227	-26.74123	-28.17829	-26.12400	-26.59693	-27.20036	-27.23822	-28.16236	-25.72557	-27.97972	-27.17929	-27.60125	-27.52028	-27.99484
24000	1	-25.83797	-25.52343	-26.46047	-25.13984	-26.15362	-25.91962	-26.76895	-26.50225	-27.19236	-25.61107	-26.37154	-26.18665	-25.76423	-26.82126	-25.20582	-25.75797	-25.75169	-26.28359	-27.09528	-24.86155	-27.55834	-26.91592	-27.01794	-28.48250	-26.49720	-26.97277	-27.47494	-27.40004	-27.55153	-27.87380	-27.42804	-26.76156	-28.19406	-26.14847	-26.62088	-27.22111	-27.25220	-28.17626	-25.74324	-27.99919	-27.18784	-27.61169	-27.54334	-28.01765
25000	1	-25.85137	-25.53692	-26.47565	-25.15377	-26.16885	-25.93871	-26.77647	-26.52172	-27.20201	-25.63067	-26.37976	-26.20665	-25.77981	-26.83130	-25.22665	-25.77910	-25.76163	-26.29460	-27.10868	-24.87633	-27.57352	-26.93502	-27.03143	-28.49768	-26.52006	-26.99545	-27.48246	-27.41951	-27.56494	-27.88346	-27.44327	-26.78116	-28.20930	-26.17198	-26.64384	-27.24112	-27.26569	-28.18969	-25.76024	-28.01798	-27.19606	-27.62173	-27.56556	-28.03961
5000	2	-25.37811	-25.05763	-25.94681	-24.65061	-25.63615	-25.27043	-26.47742	-25.84258	-26.83217	-24.93368	-26.05248	-25.49789	-25.22718	-26.44688	-24.45764	-25.00036	-25.37252	-25.87609	-26.63542	-24.29419	-27.04469	-26.26674	-26.55214	-27.96885	-25.69029	-26.16777	-27.18342	-26.74037	-27.09167	-27.51361	-26.91057	-26.08417	-27.67660	-25.29499	-25.77304	-26.53236	-26.78639	-27.71673	-25.12949	-27.36726	-26.86878	-27.23732	-26.77592	-27.25266
6000	2	-25.42677	-25.10716	-26.00020	-24.70318	-25.69014	-25.33737	-26.51241	-25.91040	-26.87348	-25.00462	-26.09041	-25.56979	-25.28388	-26.48962	-24.53884	-25.08238	-25.41523	-25.92170	-26.68408	-24.34805	-27.09808	-26.33368	-26.60167	-28.02224	-25.77599	-26.25347	-27.21841	-26.80819	-27.14034	-27.55493	-26.96456	-26.15511	-27.73059	-25.38840	-25.86636	-26.60426	-26.83593	-27.76524	-25.19550	-27.43175	-26.90671	-27.28006	-26.85556	-27.33233
7000	2	-25.46867	-25.14973	-26.04640	-24.74816	-25.73682	-25.39562	-26.54143	-25.96944	-26.90831	-25.06613	-26.12190	-25.63216	-25.33276	-26.52564	-24.60860	-25.15291	-25.45022	-25.96008	-26.72598	-24.38857	-27.14428	-26.39192	-26.64424	-28.06844	-25.85021	-26.32764	-27.24742	-26.86723	-27.18224	-27.58976	-27.01124	-26.21662	-27.77727	-25.46871	-25.94650	-26.66663	-26.87849	-27.80705	-25.25161	-27.48799	-26.93820	-27.31608	-26.92493	-27.40165
8000	2	-25.50556	-25.18710	-26.08721	-24.78745	-25.77803	-25.44730	-26.56602	-26.02184	-26.93833	-25.12051	-26.14858	-25.68733	-25.37578	-26.55667	-24.66971	-25.21476	-25.47948	-25.99306	-26.76287	-24.42205	-27.18509	-26.44361	-26.68161	-28.10924	-25.91574	-26.39306	-27.27202	-26.91963	-27.21912	-27.61978	-27.05245	-26.27100	-27.81847	-25.53915	-26.01662	-26.72180	-26.91586	-27.84390	-25.30044	-27.53801	-26.96488	-27.34711	-26.98649	-27.46305
9000	2	-25.53853	-25.22044	-26.12380	-24.82234	-25.81495	-25.49383	-26.58722	-26.06899	-26.96464	-25.16930	-26.17156	-25.73683	-25.41423	-26.58383	-24.72404	-25.26976	-25.50442	-26.02188	-26.79584	-24.45070	-27.22168	-26.49014	-26.71495	-28.14584	-25.97443	-26.45154	-27.29321	-26.96679	-27.25209	-27.64609	-27.08937	-26.31979	-27.85540	-25.60183	-26.07877	-26.77129	-26.94920	-27.87688	-25.34366	-27.58311	-26.98786	-27.37426	-27.04187	-27.51814
10000	2	-25.56838	-25.25055	-26.15699	-24.85371	-25.84842	-25.53618	-26.60572	-26.11189	-26.98799	-25.21356	-26.19163	-25.78170	-25.44898	-26.60792	-24.77284	-25.31916	-25.52607	-26.04741	-26.82569	-24.47594	-27.25486	-26.53248	-26.74506	-28.17902	-26.02757	-26.50436	-27.31171	-27.00968	-27.28195	-27.66944	-27.12285	-26.36404	-27.88887	-25.65820	-26.13434	-26.81617	-26.97931	-27.90678	-25.38241	-27.62422	-27.00792	-27.39835	-27.09223	-27.56803
11000	2	-25.59567	-25.27801	-26.18736	-24.88222	-25.87906	-25.57503	-26.62208	-26.15123	-27.00896	-25.25403	-26.20934	-25.82274	-25.48071	-26.62954	-24.81702	-25.36390	-25.54510	-26.07040	-26.85298	-24.49590	-27.28524	-26.57134	-26.77252	-28.20940	-26.07609	-26.55244	-27.32807	-27.04902	-27.30924	-27.69040	-27.15348	-26.40452	-27.91950	-25.70932	-26.18435	-26.85721	-27.00677	-27.93415	-25.41763	-27.66201	-27.02564	-27.41997	-27.13839	-27.61354
12000	2	-25.62082	-25.30328	-26.21537	-24.90836	-25.90730	-25.61096	-26.63670	-26.18757	-27.02797	-25.29131	-26.22518	-25.86055	-25.50990	-26.64913	-24.85732	-25.40468	-25.56216	-26.09128	-26.87813	-24.51402	-27.31324	-26.60726	-26.79779	-28.23740	-26.12069	-26.59647	-27.34269	-27.08536	-27.33438	-27.70941	-27.18172	-26.44180	-27.94775	-25.75600	-26.22958	-26.89501	-27.03204	-27.95940	-25.44983	-27.69700	-27.04148	-27.43956	-27.18101	-27.65532
13000	2	-25.64416	-25.32669	-26.24136	-24.93252	-25.93350	-25.64436	-26.64991	-26.22135	-27.04534	-25.32587	-26.23949	-25.89556	-25.53695	-26.66705	-24.89431	-25.44206	-25.57767	-26.11043	-26.90147	-24.53079	-27.33923	-26.64067	-26.82120	-28.26339	-26.16194	-26.63703	-27.35590	-27.11914	-27.35773	-27.72679	-27.20792	-26.47636	-27.97394	-25.79886	-26.27064	-26.93003	-27.05546	-27.98284	-25.47947	-27.72958	-27.05579	-27.45748	-27.22057	-27.69385
14000	2	-25.66594	-25.34852	-26.26560	-24.95499	-25.95794	-25.67558	-26.66196	-26.25288	-27.06134	-25.35806	-26.25254	-25.92817	-25.56214	-26.68357	-24.92842	-25.47648	-25.59195	-26.12812	-26.92325	-24.54650	-27.36348	-26.67189	-26.84303	-28.28764	-26.20028	-26.67455	-27.36796	-27.15067	-27.37950	-27.74279	-27.23236	-26.50855	-27.99839	-25.83840	-26.30806	-26.96264	-27.07728	-28.00473	-25.50691	-27.76006	-27.06884	-27.47400	-27.25748	-27.72954
15000	2	-25.68637	-25.36899	-26.28834	-24.97601	-25.98087	-25.70489	-26.67307	-26.28246	-27.07620	-25.38819	-26.26456	-25.95867	-25.58573	-26.69889	-24.96005	-25.50832	-25.60524	-26.14460	-26.94368	-24.56140	-27.38621	-26.70119	-26.86350	-28.31037	-26.23607	-26.70941	-27.37906	-27.18025	-27.39994	-27.75764	-27.25529	-26.53868	-28.02131	-25.87504	-26.34227	-26.99313	-27.09775	-28.02528	-25.53247	-27.78872	-27.08086	-27.48933	-27.29206	-27.76274
16000	2	-25.70562	-25.38827	-26.30975	-24.99578	-26.00245	-25.73250	-26.68338	-26.31031	-27.09006	-25.41651	-26.27572	-25.98731	-25.60791	-26.71321	-24.98949	-25.53789	-25.61772	-26.16004	-26.96294	-24.57563	-27.40762	-26.72881	-26.88278	-28.33178	-26.26962	-26.74190	-27.38937	-27.20810	-27.41919	-27.77151	-27.27687	-26.56699	-28.04290	-25.90911	-26.37364	-27.02178	-27.11703	-28.04464	-25.55638	-27.81575	-27.09202	-27.50364	-27.32459	-27.79373
17000	2	-25.72384	-25.40651	-26.32999	-25.01445	-26.02286	-25.75862	-26.69303	-26.33663	-27.10308	-25.44320	-26.28615	-26.01431	-25.62886	-26.72666	-25.01702	-25.56546	-25.62952	-26.17459	-26.98115	-24.58931	-27.42786	-26.75493	-26.90102	-28.35202	-26.30116	-26.77231	-27.39902	-27.23442	-27.43741	-27.78453	-27.29728	-26.59369	-28.06331	-25.94091	-26.40251	-27.04878	-27.13527	-28.06296	-25.57884	-27.84134	-27.10245	-27.51710	-27.35528	-27.82275
18000	2	-25.74113	-25.42382	-26.34918	-25.03216	-26.04222	-25.78338	-26.70209	-26.36157	-27.11536	-25.46845	-26.29597	-26.03983	-25.64872	-26.73936	-25.04281	-25.59126	-25.64068	-26.18837	-26.99844	-24.60202	-27.44706	-26.77969	-26.91833	-28.37122	-26.33091	-26.80084	-27.40808	-27.25936	-27.45470	-27.79680	-27.31664	-26.61893	-28.08267	-25.97068	-26.42914	-27.07430	-27.15258	-28.08034	-25.60006	-27.86563	-27.11227	-27.52979	-27.38432	-27.85001
19000	2	-25.75760	-25.44026	-26.36747	-25.04898	-26.06067	-25.80690	-26.71056	-26.38529	-27.12699	-25.49235	-26.30522	-26.06405	-25.66763	-26.75141	-25.06696	-25.61549	-25.65107	-26.20150	-27.01491	-24.61267	-27.46534	-26.80321	-26.93477	-28.38950	-26.35905	-26.82770	-27.41655	-27.28308	-27.47117	-27.80844	-27.33509	-26.64284	-28.10111	-25.99862	-26.45379	-27.09852	-27.16903	-28.09689	-25.62028	-27.88877	-27.12151	-27.54184	-27.41189	-27.87569
20000	2	-25.77333	-25.45596	-26.38492	-25.06503	-26.07827	-25.82932	-26.71861	-26.40789	-27.13806	-25.51507	-26.31401	-26.08707	-25.68566	-26.76287	-25.08974	-25.63829	-25.66102	-26.21403	-27.03064	-24.62307	-27.48279	-26.82563	-26.95047	-28.40695	-26.38573	-26.85305	-27.42460	-27.30568	-27.48690	-27.81951	-27.35269	-26.66556	-28.11871	-26.02494	-26.47666	-27.12154	-27.18472	-28.11269	-25.63947	-27.91085	-27.13031	-27.55331	-27.43811	-27.89994
21000	2	-25.78839	-25.47100	-26.40161	-25.08040	-26.09511	-25.85074	-26.72628	-26.42948	-27.14863	-25.53674	-26.32240	-26.10902	-25.70290	-26.77382	-25.11129	-25.65983	-25.67059	-26.22602	-27.04570	-24.63327	-27.49949	-26.84705	-26.96551	-28.42365	-26.41109	-26.87704	-27.43227	-27.32727	-27.50195	-27.83007	-27.36953	-26.68722	-28.13556	-26.04977	-26.49797	-27.14349	-27.19976	-28.12780	-25.65775	-27.93196	-27.13870	-27.56425	-27.46311	-27.92290
22000	2	-25.80284	-25.48542	-26.41763	-25.09513	-26.11126	-25.87125	-26.73363	-26.45015	-27.15874	-25.55743	-26.33044	-26.12999	-25.71943	-26.78430	-25.13173	-25.68022	-25.67982	-26.23752	-27.06015	-24.64327	-27.51550	-26.86755	-26.97993	-28.43966	-26.43526	-26.89979	-27.43962	-27.34794	-27.51641	-27.84019	-27.38569	-26.70792	-28.15171	-26.07328	-26.51787	-27.16446	-27.21419	-28.14229	-25.67520	-27.95221	-27.14674	-27.57474	-27.48700	-27.94469
23000	2	-25.81674	-25.49930	-26.43302	-25.10930	-26.12679	-25.89092	-26.74069	-26.46998	-27.16845	-25.57725	-26.33817	-26.15007	-25.73530	-26.79438	-25.15119	-25.69958	-25.68875	-26.24858	-27.07405	-24.65311	-27.53089	-26.88723	-26.99381	-28.45505	-26.45833	-26.92141	-27.44669	-27.36777	-27.53031	-27.84990	-27.40121	-26.72774	-28.16724	-26.09558	-26.53651	-27.18454	-27.22806	-28.15622	-25.69190	-27.97165	-27.15446	-27.58481	-27.50987	-27.96543
24000	2	-25.83013	-25.51267	-26.44784	-25.12294	-26.14174	-25.90982	-26.74750	-26.48903	-27.17779	-25.59625	-26.34562	-26.16933	-25.75056	-26.80407	-25.16972	-25.71800	-25.69740	-26.25924	-27.08744	-24.66277	-27.54571	-26.90613	-27.00718	-28.46987	-26.48040	-26.94201	-27.45349	-27.38682	-27.54370	-27.85924	-27.41616	-26.74674	-28.18219	-26.11677	-26.55401	-27.20380	-27.24143	-28.16963	-25.70791	-27.99035	-27.16191	-27.59450	-27.53180	-27.98519
25000	2	-25.84305	-25.52557	-26.46213	-25.13611	-26.15616	-25.92802	-26.75407	-26.50737	-27.18680	-25.61452	-26.35282	-26.18784	-25.76529	-26.81342	-25.18743	-25.73556	-25.70580	-26.26952	-27.10036	-24.67227	-27.56000	-26.92433	-27.02008	-28.48416	-26.50154	-26.96166	-27.46007	-27.40516	-27.55662	-27.86825	-27.43058	-26.76501	-28.19661	-26.13695	-26.57050	-27.22231	-27.25433	-28.18255	-25.72329	-28.00836	-27.16911	-27.60386	-27.55287	-28.00406
5000	3	-25.37573	-25.05528	-25.94418	-24.64795	-25.63369	-25.26934	-26.47609	-25.84127	-26.83046	-24.93320	-26.05051	-25.49731	-25.22497	-26.44481	-24.46001	-25.00294	-25.36345	-25.87210	-26.63304	-24.16663	-27.04205	-26.26565	-26.54979	-27.96621	-25.69205	-26.16961	-27.18209	-26.73906	-27.08929	-27.51190	-26.90811	-26.08369	-27.67413	-25.30121	-25.77941	-26.53178	-26.78404	-27.71442	-25.11414	-27.36586	-26.86681	-27.23524	-26.77577	-27.25244
6000	3	-25.42454	-25.10460	-25.99773	-24.69914	-25.68779	-25.33639	-26.51011	-25.90917	-26.87144	-25.00408	-26.08668	-25.56912	-25.28143	-26.48673	-24.54018	-25.08409	-25.39453	-25.91415	-26.68185	-24.17144	-27.09560	-26.33270	-26.59911	-28.01976	-25.77758	-26.25501	-27.21611	-26.80696	-27.13811	-27.55289	-26.96221	-26.15457	-27.72823	-25.39390	-25.87173	-26.60359	-26.83336	-27.76317	-25.17107	-27.43052	-26.90298	-27.27716	-26.85548	-27.33198
7000	3	-25.46620	-25.14625	-26.04359	-24.74138	-25.73407	-25.39446	-26.53654	-25.96788	-26.90493	-25.06511	-26.11425	-25.63090	-25.32935	-26.52056	-24.60779	-25.15278	-25.41255	-25.94646	-26.72351	-24.15474	-27.14146	-26.39076	-26.64076	-28.06562	-25.85127	-26.32829	-27.24253	-26.86567	-27.17977	-27.58637	-27.00849	-26.21560	-27.77452	-25.47294	-25.94979	-26.66537	-26.87501	-27.80495	-25.21659	-27.48665	-26.93054	-27.31099	-26.92463	-27.40049
8000	3	-25.50236	-25.18192	-26.08340	-24.77661	-25.77424	-25.44557	-26.55666	-26.01939	-26.93238	-25.11843	-26.13470	-25.68478	-25.37058	-26.54786	-24.66531	-25.21135	-25.42142	-25.97119	-26.75967	-24.14051	-27.18128	-26.44188	-26.67643	-28.10544	-25.91573	-26.39185	-27.26265	-26.91718	-27.21593	-27.61383	-27.04866	-26.26892	-27.81469	-25.54118	-26.01598	-26.71924	-26.91069	-27.84143	-25.25441	-27.53618	-26.95100	-27.33829	-26.98557	-27.46002
9000	3	-25.53409	-25.21281	-26.11825	-24.80634	-25.80939	-25.49106	-26.57162	-26.06499	-26.95490	-25.16546	-26.14946	-25.73212	-25.40635	-26.56987	-24.71436	-25.26129	-25.42466	-25.99026	-26.79140	-24.13024	-27.21612	-26.48736	-26.70732	-28.14028	-25.97263	-26.44720	-27.27761	-26.96278	-27.24765	-27.63635	-27.08381	-26.31595	-27.84984	-25.60037	-26.07161	-26.76658	-26.94158	-27.87368	-25.28646	-27.58035	-26.96576	-27.36031	-27.03982	-27.51186
10000	3	-25.56218	-25.23984	-26.14890	-24.83174	-25.84035	-25.53185	-26.58250	-26.10558	-26.97342	-25.20720	-26.15986	-25.77390	-25.43760	-26.58769	-24.75621	-25.30371	-25.42497	-26.00520	-26.81949	-24.12392	-27.24677	-26.52815	-26.73435	-28.17093	-26.02313	-26.49538	-27.28849	-27.00337	-27.27575	-27.65487	-27.11477	-26.35769	-27.88080	-25.65176	-26.11768	-26.80837	-26.96860	-27.90246	-25.31404	-27.62003	-26.97616	-27.37813	-27.08845	-27.55690
11000	3	-25.58724	-25.26362	-26.17601	-24.85375	-25.86779	-25.56857	-26.59017	-26.14187	-26.98873	-25.24428	-26.16689	-25.81089	-25.46519	-26.60232	-24.79145	-25.33955	-25.42311	-26.01761	-26.84455	-24.11107	-27.27389	-26.56487	-26.75813	-28.19804	-26.06805	-26.53720	-27.29617	-27.03966	-27.30081	-27.67018	-27.14221	-26.39477	-27.90824	-25.69622	-26.15500	-26.84536	-26.99238	-27.92831	-25.33873	-27.65587	-26.98319	-27.39275	-27.13223	-27.59585
12000	3	-25.60977	-25.28482	-26.20010	-24.87313	-25.89225	-25.60183	-26.59561	-26.17447	-27.00158	-25.27742	-26.17169	-25.84377	-25.48969	-26.61450	-24.82132	-25.36969	-25.42101	-26.02815	-26.86708	-24.10243	-27.29798	-26.59814	-26.77933	-28.22214	-26.10815	-26.57341	-27.30160	-27.07226	-27.32333	-27.68303	-27.16667	-26.42791	-27.93270	-25.73464	-26.18462	-26.87823	-27.01359	-27.95168	-25.36059	-27.68842	-26.98799	-27.40494	-27.17182	-27.62943
13000	3	-25.63018	-25.30395	-26.22166	-24.89049	-25.91420	-25.63211	-26.59953	-26.20389	-27.01254	-25.30716	-26.17504	-25.87309	-25.51162	-26.62491	-24.84670	-25.39499	-25.41936	-26.03746	-26.88749	-24.09730	-27.31953	-26.62842	-26.79846	-28.24369	-26.14404	-26.60475	-27.30552	-27.10168	-27.34375	-27.69398	-27.18862	-26.45765	-27.95465	-25.76779	-26.20764	-26.90756	-27.03272	-27.97295	-25.38017	-27.71812	-26.99134	-27.41535	-27.20776	-27.65834
14000	3	-25.64883	-25.32141	-26.24107	-24.90629	-25.93404	-25.65980	-26.60251	-26.23056	-27.02210	-25.33397	-26.17756	-25.89938	-25.53144	-26.63406	-24.86838	-25.41623	-25.41852	-26.04601	-26.90614	-24.09505	-27.33895	-26.65611	-26.81592	-28.26311	-26.17626	-26.63187	-27.30851	-27.12835	-27.36239	-27.70354	-27.20846	-26.48446	-27.97449	-25.79641	-26.22517	-26.93384	-27.05017	-27.99241	-25.39789	-27.74535	-26.99386	-27.42449	-27.24050	-27.68320
