3530.50 0.728 0.1737
3634.25 0.372 0.1264
3667.68 0.490 0.0712
3673.74 0.465 0.0721
3676.36 0.572 0.0756
3679.36 0.637 0.0769
3682.81 0.586 0.0744
3686.83 0.847 0.0786
3691.56 0.829 0.0781
3697.15 0.776 0.0767
3703.86 1.017 0.0859
3705.02 0.361 0.0671
3711.97 0.820 0.0663
3721.94 1.917 0.1612
3726.03 16.07 0.1556
3728.82 9.104 0.1576
3734.37 1.429 0.1481
3750.15 1.621 0.1032
3754.69 0.155 0.0563
3757.24 0.209 0.0573
3759.87 0.688 0.1047
3770.63 2.247 0.1059
3797.90 3.120 0.1591
3819.62 0.815 0.0943
3835.39 3.944 0.1254
3868.75 61.00 0.2137
3889.05 12.41 0.2117
3967.46 20.36 0.3457
3970.07 9.697 0.3412
4026.21 1.717 0.0973
4068.60 0.931 0.0692
4072.16 0.121 0.0395
4076.35 0.279 0.0547
4078.84 0.120 0.0541
4097.33 1.194 0.2678
4101.74 17.30 0.2312
4119.22 0.068 0.0241
4120.28 0.017 0.200
4120.54 0.040 0.05
4120.84 0.072 0.0241
4121.46 0.025 0.0200
4143.76 0.251 0.0703
4199.83 0.266 0.0554
4267.15 0.901 0.0918
4340.47 34.98 0.1074
4363.21 7.063 0.1077
4387.93 0.539 0.1104
4452.37 0.185 0.0596
4471.50 4.058 0.0484
4630.54 0.079 0.0241
4634.14 0.536 0.0744
4638.86 0.083 0.0250
4640.64 1.172 0.0600
4641.81 0.137 0.0596
4641.84 0.107 0.0596
4647.42 0.204 0.0621
4649.13 0.196 0.0425
4650.25 0.123 0.0400
4650.84 0.093 0.0500
4651.47 0.041 0.0500
4658.64 0.092 0.0500
4661.63 0.177 0.0600
4685.68 11.97 0.0830
4711.37 2.199 0.1132
4713.17 0.581 0.1035
4740.17 2.120 0.0848
4861.33 100.0 1.4993
4921.93 1.323 1.4517
4958.91 418.3 1.4740
5006.84 1362. 10.113
5411.52 4.717 0.8840
5577.34 4.279 0.7755
5754.60 2.061 0.6195
5801.51 78.23 1.5127
5875.66 24.70 0.5895
6300.34 4.230 0.5315
6312.10 2.330 0.5779
6363.78 1.744 0.6330
6548.10 36.98 7.8251
6562.77 590.9 7.7029
6583.50 112.4 7.7675
6678.16 8.965 0.5882
6716.44 5.535 0.5984
6730.82 9.494 0.5989
7065.25 12.53 0.8587
7135.80 35.41 0.8278
7318.92 4.342 0.2830
7329.67 3.965 0.2775
7751.43 6.729 0.7404
