3587.28 0.344 0.0656
3613.64 0.316 0.0633
3634.25 0.400 0.0705
3667.68 0.056 0.0227
3669.46 0.121 0.0236
3671.48 0.148 0.0239
3673.74 0.187 0.0246
3676.36 0.287 0.0277
3679.36 0.386 0.0317
3682.81 0.439 0.0432
3686.83 0.650 0.0489
3691.56 0.661 0.0453
3697.15 0.804 0.0465
3703.86 1.016 0.0944
3705.02 0.642 0.1048
3707.25 0.240 0.0331
3711.97 1.096 0.0450
3715.08 0.257 0.0272
3721.94 1.524 0.0422
3726.03 6.239 0.0430
3728.82 3.029 0.0434
3734.37 1.565 0.0432
3750.15 1.935 0.0457
3754.69 0.332 0.0470
3757.24 0.160 0.0507
3759.87 0.482 0.0495
3770.63 2.439 0.0374
3774.02 0.166 0.0386
3791.27 0.092 0.0195
3797.90 3.090 0.0365
3805.74 0.068 0.0260
3819.62 0.917 0.0502
3835.39 4.776 0.0487
3868.75 59.40 0.1758
3889.05 13.94 0.1824
3933.66 -0.336 -0.1902
3964.73 0.851 0.0965
3967.46 18.67 0.0894
3970.07 10.50 0.0851
4009.26 0.166 0.0391
4026.21 1.747 0.0346
4043.53 0.086 0.0270
4068.60 0.382 0.0350
4069.62 0.041 0.0220
4069.89 0.186 0.0340
4072.16 0.099 0.0270
4075.86 0.046 0.0222
4076.35 0.129 0.0340
4089.29 0.106 0.0270
4092.93 0.070 0.1303
4097.33 0.873 0.2219
4101.74 18.66 0.2215
4119.22 0.065 0.0407
4120.28 0.014 0.0087
4120.54 0.148 0.1942
4120.84 0.025 0.1448
4143.76 0.240 0.0349
4267.15 0.293 0.0317
4340.47 37.78 0.0831
4363.21 6.200 0.0821
4379.11 0.120 0.1005
4387.93 0.547 0.0869
4471.50 4.328 0.0372
4510.91 0.096 0.0251
4534.58 0.510 0.0296
4640.64 0.908 0.0433
4641.81 0.171 0.1165
4641.84 0.102 0.0059
4647.42 0.176 0.0098
4649.13 0.183 0.0243
4650.25 0.106 0.0059
4650.84 0.094 0.0437
4651.47 0.035 0.0020
4658.10 0.199 0.0234
4661.63 0.110 0.0225
4673.73 0.029 0.0220
4676.24 0.093 0.0223
4685.68 2.855 0.0388
4711.37 2.613 0.0211
4713.17 0.589 0.0377
4740.17 2.788 0.0362
4861.33 100.0 0.5643
4921.93 1.296 0.5763
4958.91 337.0 0.5583
5006.84 1057. 6.0032
5191.82 2.563 0.6356
5875.66 18.75 0.9224
6312.10 2.040 0.6152
6548.10 1.506 2.6653
6562.77 373.8 2.8695
6583.50 3.711 2.8183
6678.16 5.666 3.0445
7065.25 6.773 0.5838
7135.80 15.78 0.5838
7281.35 2.400 0.8742
7751.43 7.694 0.9069
