3613.64 0.368 0.0805
3634.25 0.267 0.0861
3676.36 0.276 0.0932
3679.36 0.384 0.1153
3682.81 0.485 0.0995
3686.83 0.543 0.1139
3691.56 0.553 0.0956
3697.15 0.679 0.1052
3703.86 1.487 0.1287
3711.97 1.233 0.1188
3721.94 1.841 0.2189
3726.03 38.61 0.1979
3728.82 21.21 0.2002
3734.37 1.424 0.2012
3750.15 1.639 0.0580
3770.63 2.044 0.0576
3797.90 2.553 0.0584
3819.62 0.774 0.0595
3835.39 3.791 0.0476
3868.75 5.730 0.0472
3889.05 10.57 0.0487
3920.69 0.209 0.0495
3964.73 0.861 0.0668
3967.46 1.720 0.0643
3970.07 9.110 0.0656
4009.26 0.154 0.0431
4026.21 1.633 0.0485
4068.60 0.592 0.0403
4069.62 0.061 0.0044
4069.89 0.098 0.0071
4072.16 0.147 0.0130
4075.86 0.213 0.0154
4076.35 0.098 0.0261
4083.90 0.017 0.0212
4085.11 0.028 0.0020
4087.15 0.063 0.0038
4089.29 0.154 0.0135
4092.93 0.020 0.0015
4097.33 0.270 0.0706
4101.74 16.14 0.1319
4119.22 0.105 0.0334
4120.84 0.139 0.0345
4143.76 0.243 0.0415
4267.15 0.410 0.0314
4340.47 34.54 0.0826
4363.21 0.372 0.0788
4387.93 0.497 0.0787
4437.55 0.147 0.0428
4471.50 4.548 0.0279
4630.54 0.216 0.0405
4634.14 0.171 0.0555
4638.86 0.188 0.0371
4640.64 0.177 0.0534
4641.81 0.297 0.1801
4641.84 0.032 0.0071
4647.42 0.363 0.0281
4649.13 0.286 0.0468
4650.25 0.218 0.0168
4650.84 0.076 0.1032
4651.47 0.073 0.0056
4658.10 0.444 0.0422
4661.63 0.093 0.0296
4685.68 1.122 0.0598
4701.62 0.084 0.0249
4713.17 0.584 0.0341
4788.13 0.069 0.0186
4861.33 100.0 1.0122
4906.83 0.172 0.0200
4921.93 1.550 0.0670
4958.91 101.1 0.9983
5006.84 354.3 2.5248
5577.34 0.810 0.3080
5754.60 1.687 0.3407
5875.66 29.37 0.7801
6300.34 1.183 0.1929
6310.80 1.943 0.1811
6461.95 0.151 0.400
6548.10 69.19 6.3314
6562.77 661.8 6.1143
6583.50 203.4 6.1631
6678.16 11.15 0.2859
6716.44 5.314 0.2825
6730.82 9.642 0.2880
7065.25 13.10 0.4718
7135.80 38.79 0.4668
7281.35 2.592 0.3885
7318.92 7.309 0.3636
7329.67 6.422 0.3858
7751.43 7.252 0.4427
